Building,Area,province,Thai_District,District,Thai_Subdistrict,Owner,Construction,Map,Population,Latitude,Longtitude,Impact
Condo,29590.00,Bangkok,คลองเตย,Khlong Toei,คลองตัน,บริษัท ต้น  ตระกูล จํากัด และ บริษัท  สมบัติ เติมตระกูล จำกัด  โดย นายชูวิทย์ กมลวิศิษฏ์,Adapt/Renovate,33,109041,13.708056,100.583889,-4
Condo,48388.00,Bangkok,คลองเตย,Khlong Toei,คลองตัน,บริษัท ต้น  ตระกูล จำกัด  และ บริษัท  สมบัติ เติมตระกูล จำกัด  โดย นายชูวิทย์ กมลวิศิษฏ์,Adapt/Renovate,33,109041,13.708056,100.583889,-4
Condo,59235.00,Bangkok,มีนบุรี,Min Buri,มีนบุรี,บริษัท  อัสสกาญจน์ จํากัด โดย นางสุมาลี อัสสกาญจน์,New Build,10,137251,13.813889,100.748056,-1
Condo,4891.00,Bangkok,บางพลัด,Bang Phlat,บางอ้อ,บริษัท อนานะห์ จํากัด โดย นายวีรพงษ์ วงศ์ เสงี่ยม นางซอฟียะห์ อังสนารกษ์,Adapt/Renovate,25,99273,13.793889,100.505,-1
Condo,3394.00,Bangkok,จอมทอง,Chom Thong,บางมด,บริษัท  ไลเคอ โฮเทล แมเนจเม้นท์ (ประเทศ ไทย) จํากัด โดย นายเฉิน โม่สวี้,Adapt/Renovate,35,158005,13.677222,100.484722,0
Condo,4.70,Bangkok,ราชเทวี,Ratchathewi,ถนนพญาไท,บริษัท ดี-วัน ดีเวลลอปเม้นท์ จำกัด โดยนางสาวสลิลลา อติการบดี,Adapt/Renovate,37,73035,13.758889,100.534444,-5
Condo,9286.00,Bangkok,วังทองหลาง,Wang Thonglang,วังทองหลาง,บริษัท  เอสเตท คิว จำกัด  โดย  นายกรม เชษฐ์ วิพันธ์พงษ์,New Build,45,114768,13.7864,100.6087,-1
Condo,9286.00,Bangkok,วังทองหลาง,Wang Thonglang,วังทองหลาง,บริษัท  เอสเตท คิว จำกัด  โดย  นายกรม เชษฐ์ วิพันธ์พงษ์,New Build,45,114768,13.7864,100.6087,-1
Condo,9270.00,Bangkok,วังทองหลาง,Wang Thonglang,วังทองหลาง,บริษัท เอสเตท คิว จำกัด  โดย  นายกรม เชษฐ์ วิพนธ์พงษ์,New Build,45,114768,13.7864,100.6087,-1
Condo,7903.00,Bangkok,วังทองหลาง,Wang Thonglang,วังทองหลาง,บริษัท  เอสเตท คิว จำกัด  โดย  นายกรม เชษฐ์ วิพันธ์พงษ์,New Build,45,114768,13.7864,100.6087,-1
Condo,4.73,Bangkok,จตุจักร,Chatuchak,จันทรเกษม,บริษัท พระยาพาณิชย์พร็อพเพอร์ตี้ จำกัด โดยนางสาวอนงค์ลักษณ์ แพทยานันท์,New Build,30,160906,13.828611,100.559722,-4
Condo,20172.00,Bangkok,วัฒนา,Watthana,คลองเตยเหนือ,บริษัท เทอร์ตี้ไนน์ จำกัด โดย นายซารูปซิงห์ ศรีชวาลา,New Build,39,81623,13.742222,100.585833,-5
Condo,10.00,Bangkok,จตุจักร,Chatuchak,จันทรเกษม,บริษัท พระยาพาณิชย์พร็อพเพอร์ตี้ จำกัด โดยนางสาวอนงค์ลักษณ์ แพทยานันท์,New Build,30,160906,13.828611,100.559722,-4
Condo,29816.00,Bangkok,วัฒนา,Watthana,คลองเตยเหนือ,บริษัท พี.เอส.แกรนด์ เอสเตท จำกัด โดย นางสาวสุขบีร์ราชกอร์ จาวลา,New Build,39,81623,13.742222,100.585833,-5
Condo,2454.00,Bangkok,สายไหม,Sai Mai,ออเงิน,บริษัท เซ็นคาร์ จำกัด โดย นายสัญชัย เที่ยงตรง (ผู้รับมอบอำนาจ),New Build,42,188123,13.919167,100.645833,0
Condo,18.71,Bangkok,สาทร,Sathon,ทุ่งมหาเมฆ,บริษัท ไฮไซน พร็อพเพอร์ตี้ (ประเทศไทย) จำกัด โดยนายยงศักดิ์ โรจน์รงรอง นายเป่า เหวิน หวง,Adapt/Renovate,28,84916,13.708056,100.526389,-4
Condo,2154.00,Bangkok,วัฒนา,Watthana,คลองตันเหนือ,จริยา ศรีพันธ์พร นายเพ็ญประภา พึงจิตดิ สานดิ์,New Build,39,81623,13.742222,100.585833,-4
Condo,8.58,Bangkok,วัฒนา,Watthana,คลองตันเหนือ,บริษัท แสนสิริ จำกัด (มหาชน) โดยนายอภิชาติ จูตระกูล นายวันจักร์ บูรณศิริ,New Build,39,81623,13.742222,100.585833,-4
Condo,29.94,Bangkok,คลองเตย,Khlong Toei,พระโขนง,บริษัท ไพร์ม แอเรีย 38 จำกัด โดยนางสาวเสเถียร โกเศศ นายกวิน กาญจนพาสน์,Adapt/Renovate,33,109041,13.708056,100.583889,-5
Condo,24144.00,Bangkok,ราชเทวี,Ratchathewi,ถนนเพชรบุรี,บริษัท ซี 09 จำกัด  โดย นายชัยวฒน์ จักรแต๋  นายอนุศักดิ์ อัมพรสุขสกุล,New Build,37,73035,13.758889,100.534444,-5
Condo,122.48,Bangkok,ภาษีเจริญ,Phasi Charoen,บางหว้า,บริษัท ศุภาลัย จำกัด (มหาชน) โดยนายกริซจันทร์ เจริญสุข,Adapt/Renovate,22,129827,13.714722,100.437222,-1
Condo,49.39,Bangkok,ดินแดง,Din Daeng,ดินแดง,การเคหะแห่งชาติ โดยนายนพดล ว่องเวียงจันทร์,New Build,26,130220,13.769722,100.552778,-5
Condo,2318.00,Bangkok,บางแค,Bang Khae,บางแคเหนือ,นางไพจิตร ต้นธนศักดา,New Build,40,191781,13.696111,100.409444,-2
Condo,11442.00,Bangkok,จตุจักร,Chatuchak,ลาดยาว,นิติบุคคลอาคารชุด พิศวิทย์ ทาวเวอร์ โดย นางพรพิศ แดงประดับ,Adapt/Renovate,30,160906,13.828611,100.559722,-4
Condo,47712.00,Bangkok,จตุจักร,Chatuchak,จอมพล,โดย นายวรัช อรุณกมล นางสาวอรทยั  มากมูล (ผู้รับมอบอํานาจ),New Build,30,160906,13.828611,100.559722,-4
Condo,9859.00,Bangkok,จตุจักร,Chatuchak,จันทรเกษม,บริษัท  เอสเตท คิว จำกัด  โดย นายกรมเชษฐ์  วิพันธ์พงษ์,New Build,30,160906,13.828611,100.559722,-4
Condo,8795.00,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,บริษัท โพเอ็ม โกลบอล จํากดั  โดย นาย ประพนธ์ อังพานิชเจริญ นายอายุทัย อังพานิช,New Build,29,132234,13.809722,100.537222,-4
Condo,35984.00,Bangkok,บางพลัด,Bang Phlat,บางยี่ขัน,นิติบุคคลอาคารชุดลุมพินี เพลส พระราม 8 โดย นางสาวมะลิวัลย์ บันเทิงใจ (ผู้รับมอบอำนาจ),Adapt/Renovate,25,99273,13.793889,100.505,-1
Condo,8997.00,Bangkok,บางรัก,Bang Rak,สี่พระยา,บริษัท มณเฑียร ดีเวลลอปเมนท์ จํากดั  โดย นายถาวร โสภีอมร,Adapt/Renovate,4,45875,13.730833,100.524167,-2
Condo,2319.00,Bangkok,จตุจักร,Chatuchak,เสนานิคม,บริษัท ธงเอก จำกัด โดย นางพิมพ์วิไล ตะล่อมสิน,New Build,30,160906,13.828611,100.559722,-4
Condo,49671.00,Bangkok,พญาไท,Phaya Thai,*ทุ่งพญาไท,บริษัท ปรีดา เรียล เอสเตส จํากัด โดย นางสาวปิยะฉัตร ปรีตานนท์,New Build,14,72952,13.78,100.542778,-4
Condo,21423.00,Bangkok,คลองเตย,Khlong Toei,คลองเตย,บริษัท อิโดไทยอินเตอร์เนชั่นแนล จำกัด โดย นายอมรเทพ สัจจเทพ,Adapt/Renovate,33,109041,13.708056,100.583889,-4
Condo,16741.00,Bangkok,พญาไท,Phaya Thai,สามเสนใน,นายฮุ่ย จงฮวง นายถงหยุ่ย โทนี ยิ่งอาคาร ไอทีเอฟ-ทาวเวอร์ ชั้นที่ 21,New Build,14,72952,13.78,100.542778,-4
Condo,18.50,Bangkok,บางกะปิ,Bang Kapi,หัวหมาก,นางสาวกนกไพลิน วิไลแก้ว นายจุมพล ประวิทย์ธนา,New Build,6,148465,13.765833,100.647778,-4
Condo,37.61,Bangkok,บางกะปิ,Bang Kapi,หัวหมาก,บริษัท ไวส์ เอสแตท วัน จำกัด โดยนายกรมเชษฐ์ วิพนธ์พงษ์ นายวีรพนธ์ วิพนธ์พงษ์,New Build,6,148465,13.765833,100.647778,-4
Condo,4.93,Bangkok,คลองสามวา,Khlong Sam Wa,สามวาตะวันตก,บริษัท อาณาวรรธน์ จำกัด โดยนายอภิชาติ จูตระกูล นายวนจักร์ บูรณศิริ,New Build,46,169489,13.859722,100.704167,-1
